date	city	tweet_id	raw_tweet	language	processed_tweets	Man_anger	Man_fear	Man_sadness	Man_disgust	Man_joy	Man_anger-disgust	GloVe_anger	GloVe_fear	GloVe_sadness	GloVe_disgust	GloVe_joy	GloVe_anger-disgust
2023-05-08	أكون	tag:search.twitter.com,2005:1655590308162224129	@Rx_a36 "لقد حاولت ان أكون صالح كثيرا و لكنهم جعلوني فارتولو سعد الدين دائما"😭💔	ar	rx_a36 لقد حاولت ان أكون صالح كثيرا و لكنهم جعلوني فارتولو سعد الدين دائما							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655590396267823111	RT @amrosamaa1: الحب مش إنك تحبني لما أكون عارف أبهرك ، الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط ، لما أكون محبط ومهزوم ومش مصدق في…	ar	rt amrosamaa1 الحب مش إنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط لما أكون محبط ومهزوم ومش مصدق في							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655590541780713478	RT @amrosamaa1: الحب مش إنك تحبني لما أكون عارف أبهرك ، الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط ، لما أكون محبط ومهزوم ومش مصدق في…	ar	rt amrosamaa1 الحب مش إنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط لما أكون محبط ومهزوم ومش مصدق في							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655590558553845762	تعلمت أن أكون حريص مع من أُخالط وأُتابع ، فـ هؤلاء هم من سيؤثرون عليِّ ..	ar	تعلمت أن أكون حريص مع من أ خالط وأ تابع فـ هؤلاء هم من سيؤثرون علي							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655590928495652865	RT @t00_tweet: لا تحسن الظن بي كي لا أخذلك  ولا تسئ الظن بي كي لاتخذلني لكن إجعلني بدون ظنون كي أكون أنا كما أكون لست منزهه أو معصومة عن ا…	ar	rt t00_tweet لا تحسن الظن بي كي لا أخذلك ولا تسئ الظن بي كي لاتخذلني لكن إجعلني بدون ظنون كي أكون أنا كما أكون لست منزهه أو معصومة عن ا							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655591156258947077	كل ما أكون عايزة حاجه وخلاص هوصلها أو قربت خلاص الاقيني باخد خطوات لورا اللي هو لأ لأ مش دى وبحس إني عايزة الزمن ير… https://t.co/YNowMKA1eo	ar	كل ما أكون عايزة حاجه وخلاص هوصلها أو قربت خلاص الاقيني باخد خطوات لورا اللي هو لأ لأ مش دى وبحس إني عايزة الزمن ير t co ynowmka1eo							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655591199883902976	كروس : اللعب فى مركز خط الوسط الدفاعي؟ أشعر براحة شديدة فى هذا المركز. يجب أن أكون أكثر تركيزًا مما كنت عليه كلاعب… https://t.co/ZaBE7bSm5j	ar	كروس اللعب فى مركز خط الوسط الدفاعي أشعر براحة شديدة فى هذا المركز يجب أن أكون أكثر تركيز ا مما كنت عليه كلاعب t co zabe7bsm5j							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655591151645122561	RT @Fuad14177: أصبح العالم بسيطاً بقلبي بعدما أجهدتني تعقيداته وأصبح شاغلي الوحيد أن يكون داخلي سالماً هادئاً وأحرص على أن أكون خفيفاً رح…	ar	rt fuad14177 أصبح العالم بسيطا بقلبي بعدما أجهدتني تعقيداته وأصبح شاغلي الوحيد أن يكون داخلي سالما هادئا وأحرص على أن أكون خفيفا رح							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655591616776658944	RT @omnia0909: أنا بعيش اسوء فترات الضغط النفسي والعصبي، أنا مش كويس ومش عارف أكون كويس .	ar	rt omnia0909 أنا بعيش اسوء فترات الضغط النفسي والعصبي أنا مش كويس ومش عارف أكون كويس							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655591974554984452	واني أكون بتاع نسوان مش في يوم وليلة أكيد مسألة وقت	ar	واني أكون بتاع نسوان مش في يوم وليلة أكيد مسألة وقت							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655594143434039296	يارب أكون ف مكاني الصحيح 🤲	ar	يارب أكون ف مكاني الصحيح							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655594327979032577	@shehanaa_11 ادركت ان معنى الطمانينه التي تسكن قلبي عندما أكون معك ،عندما أحادثك عندما يحتضنك قلبي، بالاحاديث الطوي… https://t.co/JnWFgLKbVu	ar	shehanaa_11 ادركت ان معنى الطمانينه التي تسكن قلبي عندما أكون معك عندما أحادثك عندما يحتضنك قلبي بالاحاديث الطوي t co jnwfglkbvu							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655594494912233473	و أنا عِندما أكون برفقتكَ أشعرُ بأن لا شَيءَ سَيفوتُني ، لأن كُل ما يُهم مَوجود هُنا .#مساء_الحب	ar	و أنا ع ندما أكون برفقتك أشعر بأن لا ش يء س يفوت ني لأن ك ل ما ي هم م وجود ه نا مساء_الحب							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655595278857125895	🎙️ توني كروس : اللعب فى مركز خط الوسط الدفاعي؟ أشعر براحة شديدة فى هذا المركز. يجب أن أكون أكثر تركيزًا مما كنت علي… https://t.co/sQACgLneiv	ar	توني كروس اللعب فى مركز خط الوسط الدفاعي أشعر براحة شديدة فى هذا المركز يجب أن أكون أكثر تركيز ا مما كنت علي t co sqacglneiv							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655596042207870976	RT @amrosamaa1: الحب مش إنك تحبني لما أكون عارف أبهرك ، الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط ، لما أكون محبط ومهزوم ومش مصدق في…	ar	rt amrosamaa1 الحب مش إنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط لما أكون محبط ومهزوم ومش مصدق في							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655596424724185091	تشرفت بأن أكون ضمن ١٠٠ شخصية عربية مؤثرة لعام ٢٠٢٣ في قائمة مجلة أرابيان بزنسHonored to be among the 100 Most Infl… https://t.co/eJhwETHzd3	und	تشرفت بأن أكون ضمن ١٠٠ شخصية عربية مؤثرة لعام ٢٠٢٣ في قائمة مجلة أرابيان بزنسhonored to be among the 100 most infl t co ejhwethzd3							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655598161145090048	RT @djolios: الحب غير المشروط... أنا لست بحاجة إليك، أريد أن أكون معك. ليس لدي مساحات فارغة لأملئها، لدي مساحات لأشاركها. لا أتوقع منك أن…	ar	rt djolios الحب غير المشروط أنا لست بحاجة إليك أريد أن أكون معك ليس لدي مساحات فارغة لأملئها لدي مساحات لأشاركها لا أتوقع منك أن							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655598465680916480	RT @n_oorr11: #تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات  .. https://t.co/mSLaN3M9Ns	ar	rt n_oorr11 تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات t co mslan3m9ns							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655598835605946371	RT @AhmedEltayeb102: الحب مش أنك تحبني لما أكون عارف أبهرك .. الحب إنك تفضل تحبنى لما أكون باهت وخائف ومتلخبط .لما أكون محبط ومهزوم ومش مصد…	ar	rt ahmedeltayeb102 الحب مش أنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبنى لما أكون باهت وخائف ومتلخبط لما أكون محبط ومهزوم ومش مصد							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655598965209874435	RT @AFO5l: “حاشا أن أكون جرح قلبك يا عافية قلبي♥️.” https://t.co/S9xU6mdcD3	ar	rt afo5l حاشا أن أكون جرح قلبك يا عافية قلبي t co s9xu6mdcd3							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655599183733071872	من أجمل ما قيل في الحب .. لما أكون معاكي بنسى إني متجوز أصلا ً. https://t.co/R6O75GMGmI	ar	من أجمل ما قيل في الحب لما أكون معاكي بنسى إني متجوز أصلا t co r6o75gmgmi							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655598997518557184	@M56w7x78h76 @salmukaimy من قال انه انتظر أكون مرغوبة من امثالك ؟ثقة عجيبة منك	ar	m56w7x78h76 salmukaimy من قال انه انتظر أكون مرغوبة من امثالك ثقة عجيبة منك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655599486553432064	RT @alrotayyan: قبل أن أكون عبداً له..كنت عبداً لألف شئ!كلما خضعت له قامتي:ارتفعت قيمتي ومقامي.كلما انحنيت له: أصبحت أطول، وأجمل، وأك…	ar	rt alrotayyan قبل أن أكون عبدا له كنت عبدا لألف شئ كلما خضعت له قامتي ارتفعت قيمتي ومقامي كلما انحنيت له أصبحت أطول وأجمل وأك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655600343898628097	RT @zahrabarnawin: طالما بقيتَ مصراً على التصنيف..!!إذاً, لتكن أنت الشيطان, وسأسعى أنا لأن أكون الملاك.	ar	rt zahrabarnawin طالما بقيت مصرا على التصنيف إذا لتكن أنت الشيطان وسأسعى أنا لأن أكون الملاك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655600984352079876	أمنية اليوم وكُل يوم أن أكون بالقرب الكافي منك يا اللّٰه، القرب الذي لايجعلُني أهاب لقائك في أي وقت	ar	أمنية اليوم وك ل يوم أن أكون بالقرب الكافي منك يا الل ه القرب الذي لايجعل ني أهاب لقائك في أي وقت							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655604102414344193	لن أخوض حوارا يخدش نضجي ، ولن أكون طرفا في علاقة تهدد راحتي ، وسأغادر كل الأماكن التي لا تشعرني بالإنتماء ◦	ar	لن أخوض حوارا يخدش نضجي ولن أكون طرفا في علاقة تهدد راحتي وسأغادر كل الأماكن التي لا تشعرني بالإنتماء							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655604115836116993	RT @djolios: الحب غير المشروط... أنا لست بحاجة إليك، أريد أن أكون معك. ليس لدي مساحات فارغة لأملئها، لدي مساحات لأشاركها. لا أتوقع منك أن…	ar	rt djolios الحب غير المشروط أنا لست بحاجة إليك أريد أن أكون معك ليس لدي مساحات فارغة لأملئها لدي مساحات لأشاركها لا أتوقع منك أن							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655604741185863680	"لا أعرفإن كانت طريقة تفكيري صائبةلكني أخشىأن أكون كثيرة على أحدهم،أخشى أن تكون وجهتي خاطئة،أن أندفع بشكل كبير… https://t.co/RCfC8r7wfJ	ar	لا أعرفإن كانت طريقة تفكيري صائبةلكني أخشىأن أكون كثيرة على أحدهم أخشى أن تكون وجهتي خاطئة أن أندفع بشكل كبير t co rcfc8r7wfj							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655605972218290178	@roma90a @Siiros2 هلا فيك، طلبك جاهز هنا: https://t.co/xvVm28uAO3أتمنى أكون خدمتك 😃	ar	roma90a siiros2 هلا فيك طلبك جاهز هنا t co xvvm28uao3أتمنى أكون خدمتك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655607427646083072	RT @aldktwrt_b8693: اريد شخص كفو يسلفني مثل هذه واعاهده بالله اني أكون له صديقه وفيه ومخلصه يجيني خاص  محتاجه ضروري جدا والي يرسل هاي او ك…	ar	rt aldktwrt_b8693 اريد شخص كفو يسلفني مثل هذه واعاهده بالله اني أكون له صديقه وفيه ومخلصه يجيني خاص محتاجه ضروري جدا والي يرسل هاي او ك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655607539638083584	RT @n_oorr11: #تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات  .. https://t.co/mSLaN3M9Ns	ar	rt n_oorr11 تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات t co mslan3m9ns							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655608234202345475	توني كروس: " اللعب كمحور ؟ أشعر براحة جيدة ، يجب أن أكون أكثر تركيزًا مما كنت عليه عندما ألعب كلاعب محوري لأنني اكو… https://t.co/7sgFUVxICw	ar	توني كروس اللعب كمحور أشعر براحة جيدة يجب أن أكون أكثر تركيز ا مما كنت عليه عندما ألعب كلاعب محوري لأنني اكو t co 7sgfuvxicw							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655608497189289986	RT @n_oorr11: #تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات  .. https://t.co/mSLaN3M9Ns	ar	rt n_oorr11 تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات t co mslan3m9ns							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655609840641646592	RT @moon_4E: أكره أن أُقارَنأن أُجبر للسير بطرقاتٍ لا أريدها لمجرد مجاراة التيارحينَ يُصير الناس قطيعًاأرفض أن أكون حَملاً مُطيعًاوإن ك…	ar	rt moon_4e أكره أن أ قار نأن أ جبر للسير بطرقات لا أريدها لمجرد مجاراة التيارحين ي صير الناس قطيع اأرفض أن أكون ح ملا م طيع اوإن ك							1	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655610707998650383	RT @huitbisous: أحب أن أكون مع -القليل الصادق- ولو كان واحد فقط، طالما إنه صادق فهذا يكفيني.	ar	rt huitbisous أحب أن أكون مع القليل الصادق ولو كان واحد فقط طالما إنه صادق فهذا يكفيني							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655611278432382978	ولكنني أحبك حتى عندما أكون يائسًا ومُتعَبًاأحبك... "لأن تلك النُّدوب تتلاشى بجانبك"	ar	ولكنني أحبك حتى عندما أكون يائس ا وم تع ب اأحبك لأن تلك الن دوب تتلاشى بجانبك							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655611963341193218	RT @ventgg_: أنا أحاول جاهداً بإني أكون من كاتمين الغيّظ ومدارين الصعايب وحافظ الردُود في صدره وكابت عمره وساكت" لذلك تكفى لا تحدني على اقص…	ar	rt ventgg_ أنا أحاول جاهدا بإني أكون من كاتمين الغي ظ ومدارين الصعايب وحافظ الرد ود في صدره وكابت عمره وساكت لذلك تكفى لا تحدني على اقص							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655612212071866369	أنا على إستعداددائمًابأن أكونالمكان الأمن لك حينما تحتاجني	ar	أنا على إستعداددائم ابأن أكونالمكان الأمن لك حينما تحتاجني							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655612417169039360	قال حكيم : "والله إنى لاستحي من الله أن اكون مقبلا على عصيانه وهو مقبل على بنعمه ، مسبلا على ستره ، فكيف لا أكون من… https://t.co/1oFTJwIFlj	ar	قال حكيم والله إنى لاستحي من الله أن اكون مقبلا على عصيانه وهو مقبل على بنعمه مسبلا على ستره فكيف لا أكون من t co 1oftjwiflj							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655612880224497675	إنني أرتبط بِك إرتباطاً روحياً، يجعلني أتمنى أن أكون لك الملجأ الدائم، والجدار الذي يفصل بينك وبين ما يؤذيك ..	ar	إنني أرتبط ب ك إرتباطا روحيا يجعلني أتمنى أن أكون لك الملجأ الدائم والجدار الذي يفصل بينك وبين ما يؤذيك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655613425077108736	RT @ventgg_: أنا أحاول جاهداً بإني أكون من كاتمين الغيّظ ومدارين الصعايب وحافظ الردُود في صدره وكابت عمره وساكت" لذلك تكفى لا تحدني على اقص…	ar	rt ventgg_ أنا أحاول جاهدا بإني أكون من كاتمين الغي ظ ومدارين الصعايب وحافظ الرد ود في صدره وكابت عمره وساكت لذلك تكفى لا تحدني على اقص							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655613357951442945	@d7hoom92 @faresalmadani هلا فيك، في الخدمة تفضل: https://t.co/LcXJNwHPOdأتمنى أكون خدمتك 😃	ar	d7hoom92 faresalmadani هلا فيك في الخدمة تفضل t co lcxjnwhpodأتمنى أكون خدمتك							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655614169574518786	RT @moon_4E: أكره أن أُقارَنأن أُجبر للسير بطرقاتٍ لا أريدها لمجرد مجاراة التيارحينَ يُصير الناس قطيعًاأرفض أن أكون حَملاً مُطيعًاوإن ك…	ar	rt moon_4e أكره أن أ قار نأن أ جبر للسير بطرقات لا أريدها لمجرد مجاراة التيارحين ي صير الناس قطيع اأرفض أن أكون ح ملا م طيع اوإن ك							1	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655614361258393600	RT @rymlmh2: أكره أن أكون مؤجلة دائما أن أكون آخر من يُذكر  ، أكره فكرة أن أكون حل احتياطي أو محطة انتظار ، أتقبل فكرة أن أكون غير موجودة ع…	ar	rt rymlmh2 أكره أن أكون مؤجلة دائما أن أكون آخر من ي ذكر أكره فكرة أن أكون حل احتياطي أو محطة انتظار أتقبل فكرة أن أكون غير موجودة ع							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655616464261459980	أيُّها الحطّاب:أنا غصنٌعبءٌ على شجرةِ العائلةوليسَ من العدلأن أكون فائضًا عن حاجتك.خذني حطبًا.. حطبًا فقطيق… https://t.co/SnLWmSWDoW	ar	أي ها الحط اب أنا غصن عبء على شجرة العائلةوليس من العدلأن أكون فائض ا عن حاجتك خذني حطب ا حطب ا فقطيق t co snlwmswdow							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655616730171834368	@yasynalfrjany1 @mansoori_lawyer @ScreenMix حياك الله، الفيديو جاهز للتحميل: https://t.co/ColvpmZtxSأتمنى أكون خدمتك 😃	ar	yasynalfrjany1 mansoori_lawyer screenmix حياك الله الفيديو جاهز للتحميل t co colvpmztxsأتمنى أكون خدمتك							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655617120682618888	RT @alrotayyan: قبل أن أكون عبداً له..كنت عبداً لألف شئ!كلما خضعت له قامتي:ارتفعت قيمتي ومقامي.كلما انحنيت له: أصبحت أطول، وأجمل، وأك…	ar	rt alrotayyan قبل أن أكون عبدا له كنت عبدا لألف شئ كلما خضعت له قامتي ارتفعت قيمتي ومقامي كلما انحنيت له أصبحت أطول وأجمل وأك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655617129909977088	RT @RM4Arab: 🎙️ توني كروس : اللعب فى مركز خط الوسط الدفاعي؟ أشعر براحة شديدة فى هذا المركز. يجب أن أكون أكثر تركيزًا مما كنت عليه عندما ألع…	ar	rt rm4arab توني كروس اللعب فى مركز خط الوسط الدفاعي أشعر براحة شديدة فى هذا المركز يجب أن أكون أكثر تركيز ا مما كنت عليه عندما ألع							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655617429395976202	الحب مش إنك تحبني لما أكون عارف أبهرك ، الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط ، لما أكون محبط ومهزوم ومش… https://t.co/dHnGbYtf6s	ar	الحب مش إنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط لما أكون محبط ومهزوم ومش t co dhngbytf6s							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655618747632168982	أود أن أكون أحد سلاسلك، أو خاتمًا بيدك يلازم إصبعك، أو ساعة تنظرين لها مابين الدقيقة والأخرى، أن أكون شيئًا لك وحدك ..	ar	أود أن أكون أحد سلاسلك أو خاتم ا بيدك يلازم إصبعك أو ساعة تنظرين لها مابين الدقيقة والأخرى أن أكون شيئ ا لك وحدك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655618696495112194	من زين ظنك عشان أكون عند حسن ظنك ..!	ar	من زين ظنك عشان أكون عند حسن ظنك							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655619831440322560	أوعدك أملي لك الدنيا حنانوأبعدك دايم عن ظروف الزمانوفي الحياة أكون لك حُب وأمان قد مشاعر وافيّه وصدق العهود 💙	ar	أوعدك أملي لك الدنيا حنانوأبعدك دايم عن ظروف الزمانوفي الحياة أكون لك ح ب وأمان قد مشاعر وافي ه وصدق العهود							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655620881727496192	@32Sm8 @naifco هلا فيك، طلبك جاهز وتقدر تحمله من هنا: https://t.co/euqMfSkJ3yأتمنى أكون خدمتك 😃	ar	32sm8 naifco هلا فيك طلبك جاهز وتقدر تحمله من هنا t co euqmfskj3yأتمنى أكون خدمتك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655621255846932493	"وأخافأن أجيء أقلأن أجيء أكثر،أن أكون غير كافٍأو فائض عن الحاجة"	ar	وأخافأن أجيء أقلأن أجيء أكثر أن أكون غير كاف أو فائض عن الحاجة							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655621204269584385	لاحظت مؤخراً إن معظم أمنياتي في الحياة تتلخص في أمنية واحدة بس وهي اني أكون "مستقرة نفسياً" أكون عادية.. لا متوترة… https://t.co/oGSjyAdS72	ar	لاحظت مؤخرا إن معظم أمنياتي في الحياة تتلخص في أمنية واحدة بس وهي اني أكون مستقرة نفسيا أكون عادية لا متوترة t co ogsjyads72							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655621819557195797	RT @Nabil_abdlsater: أقسم أن خطي هو خط المقاومة وحسابي سيكون دوماً على صورتها وصوتاً لها لن أكون طائفياً او مذهبياً او عنصرياً ولن أنزل بمس…	ar	rt nabil_abdlsater أقسم أن خطي هو خط المقاومة وحسابي سيكون دوما على صورتها وصوتا لها لن أكون طائفيا او مذهبيا او عنصريا ولن أنزل بمس							1	0	0	0	0	1
2023-05-08	أكون	tag:search.twitter.com,2005:1655621588451045400	RT @raghd369: اللهم علمني كيف أتواضع بشكل حقيقي دون أن أجر نفسي إلى ضعفٍ غير مقصود، أرشدني كيف أكون حقيقتي دون وهم ودونما أبخسها حقها ولا ح…	ar	rt raghd369 اللهم علمني كيف أتواضع بشكل حقيقي دون أن أجر نفسي إلى ضعف غير مقصود أرشدني كيف أكون حقيقتي دون وهم ودونما أبخسها حقها ولا ح							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655621713445437442	RT @amrosamaa1: الحب مش إنك تحبني لما أكون عارف أبهرك ، الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط ، لما أكون محبط ومهزوم ومش مصدق في…	ar	rt amrosamaa1 الحب مش إنك تحبني لما أكون عارف أبهرك الحب إنك تفضل تحبني لما أكون باهت وخايف ومتلخبط لما أكون محبط ومهزوم ومش مصدق في							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655623089189711873	وأخافأن أجيء أقلأن أجيء أكثر،أن أكون غير كافٍأو فائض عن الحاجة	ar	وأخافأن أجيء أقلأن أجيء أكثر أن أكون غير كاف أو فائض عن الحاجة							0	0	1	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655623676375576591	RT @RM4Arab: 🎙️ توني كروس : اللعب فى مركز خط الوسط الدفاعي؟ أشعر براحة شديدة فى هذا المركز. يجب أن أكون أكثر تركيزًا مما كنت عليه عندما ألع…	ar	rt rm4arab توني كروس اللعب فى مركز خط الوسط الدفاعي أشعر براحة شديدة فى هذا المركز يجب أن أكون أكثر تركيز ا مما كنت عليه عندما ألع							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626311673557005	RT @ablo0o: أمي قالت انا واثقه جداً فيك أن نسبتك السنه الجايه بتفرحنا واحس يارب أكون عِند حُسن ظنها  🥹✨✨✨✨✨.	ar	rt ablo0o أمي قالت انا واثقه جدا فيك أن نسبتك السنه الجايه بتفرحنا واحس يارب أكون ع ند ح سن ظنها							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626171982262294	لا يهمني من تكون، كُن معي جميلًا أكون معك أجمل.. #رساله_اليوم	ar	لا يهمني من تكون ك ن معي جميل ا أكون معك أجمل رساله_اليوم							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626554926411784	@HatemEmadi أنا عندما أكون مدرب جديد لنادي كبير بحجم اليونايتد أول شيء هو أن اجعل الجماهير والإدارة تقتنع بأني استط… https://t.co/Xs8IWd9C7U	ar	hatememadi أنا عندما أكون مدرب جديد لنادي كبير بحجم اليونايتد أول شيء هو أن اجعل الجماهير والإدارة تقتنع بأني استط t co xs8iwd9c7u							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626532293947403	RT @n_oorr11: #تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات  .. https://t.co/mSLaN3M9Ns	ar	rt n_oorr11 تسجل_دخوليأمشي على مبدأ أكون أو لا أكون يوم إن غيري يمشي بكل الجهات t co mslan3m9ns							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626552397246489	RT @mnwtal5a6r: شخص دائماً ما أكون على سجيتي معه ..أطمئن بالقرب منه وأعرفه مثل ما أعرف نفسي ..كنت ولا زلت على يقين أنه لا غنى لي عنه ..ك…	ar	rt mnwtal5a6r شخص دائما ما أكون على سجيتي معه أطمئن بالقرب منه وأعرفه مثل ما أعرف نفسي كنت ولا زلت على يقين أنه لا غنى لي عنه ك							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626695007776768	RT @rymlmh2: أكره أن أكون مؤجلة دائما أن أكون آخر من يُذكر  ، أكره فكرة أن أكون حل احتياطي أو محطة انتظار ، أتقبل فكرة أن أكون غير موجودة ع…	ar	rt rymlmh2 أكره أن أكون مؤجلة دائما أن أكون آخر من ي ذكر أكره فكرة أن أكون حل احتياطي أو محطة انتظار أتقبل فكرة أن أكون غير موجودة ع							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655626858161995776	ليش الفيديوهات الحزينه تكثر في التيكتوك لمن أكون كارهه نفسي؟ https://t.co/K6s3526Ip4	ar	ليش الفيديوهات الحزينه تكثر في التيكتوك لمن أكون كارهه نفسي t co k6s3526ip4							0	0	0	0	0	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655628254886211587	RT @ElastEgypt1: @ELASTofficial 230508 ←📸🐧|تحديث بيكقيول عبر التويتر:"شكرا جزيلا. أردت أن أكون معكم أكثر. احبكم"@ELASTofficial #Elast…	ar	rt elastegypt1 elastofficial 230508 تحديث بيكقيول عبر التويتر شكرا جزيلا أردت أن أكون معكم أكثر احبكم elastofficial elast							0	0	0	0	1	0
2023-05-08	أكون	tag:search.twitter.com,2005:1655628923454074888	هكذا شاءت الأقدار أن أكون من لا ينسى شيئا 🕯️.	ar	هكذا شاءت الأقدار أن أكون من لا ينسى شيئا							0	0	0	0	0	0
